artist_id,artist_name,track_id,track_name,album_release_date,album_release_date_precision,is_explicit,duration_ms,popularity
7mXN2Ase2jcFkWL5WmhtqA,Yeziel Lazo,1xX3RmxFrlAVLib0LDSjHI,Te Pica,2022-04-01,day,False,349636,43
3r3LCgq60jmbEQkEh2Q8aW,Banda Caio Rodriguez,1h4KA8WqfvIi2TBjkpM4qO,Amor Verdadero,2012-02-14,day,False,451253,44
7FAHLYzOiZDBH9ppvGPdP1,Armando Garzón,6dOaiI7h8VDan7YIA9OaX6,Escándalo,1999,year,False,134266,46
4dvonCK12HCv1UUryzRppO,Willy Chirino,3yeza4vWwPAVbQPKxritGu,Son De La Loma/Veneracion,1999-11-25,day,False,232160,45
0xBtAQM3wgSuF7gcyWIUee,"Afro Cuban Social Club, Deboson",1uLbMNVdQmWwhKEi1LykdW,Harina de Maiz Criolla,2010-02-02,day,False,217679,41
4PrhEJ821UEEGgeG85rQ4D,Chispa Y Sus Complices,6xQUryUAHbNSRyK9qXoe6m,Cerca De Ti,2015-11-13,day,False,309760,41
3r7BC9mw1EwyzOp6lU1ZXt,Mario Manzanares,2GMV6rmBO0rR9jY6ZVEOEm,Vuelve guajiro,2005-01-01,day,False,301000,42
1pZ3AsIQ9XcXl62sMbmBEH,"Afro Cuban Social Club, Calle 23",3XXFRze9yz6gDLHrVwSAnd,Manteca de Corojo,2010-02-02,day,False,308690,41
3r3LCgq60jmbEQkEh2Q8aW,Banda Caio Rodriguez,7cM93GhjLMv6kXqKrqhTL8,No Llores Mas,2012-02-14,day,False,289720,40
1S0Og7sspn3YyJmEcE43zD,Mayito Rivera,3DJWikRRG88jBbhGjWGE9d,Invéntate una Historia,2018-08-24,day,False,190000,40
1s3glHhVbcSfPu5EjyrVrN,Orquesta Sonora Curro,09bGYFnMVZRh0ilaVUiYio,Patuleco,2011-07-12,day,False,168240,31
4kCZ5nyurc9eIqLJfUcW0Y,Anonymous,070vRAgWBtWgzDtWex7Unl,Asi no papacito,2005-01-01,day,False,249000,40
671ge0J7hfPRMiZZgcR7jF,Tiburon Morales,2TK5hjVlLojMLsXHKLnHkd,Reunión de Cantores,2018-08-24,day,False,252020,41
5rq2bAasq0sAj2SjyzNVgr,René,0iKZ6gV5y88dG8nLR815in,Ochun,2005-01-01,day,False,235200,39
7ggrY9cEKx1pnl2lkqx4gu,Joseito Fernández,6ek8f65UGCZaiIBcXkexlE,Guantanamera,2006-01-01,day,False,268506,49
5suSWbd4Oy5ZBnwvk2ruCt,Cuba Cafe Express,4HEoXMg4q0Qwn7oueNaAGL,Mi Caramelo,2001-12-30,day,False,248933,39
5v7FgnzkIKDUOIXwEloKf1,The Sons Of Buena Vista,3fN0SB5OWTLCzgEuqfaK2s,Chan Chan,2008-06-10,day,False,257040,31
4kCZ5nyurc9eIqLJfUcW0Y,Anonymous,62sgTXDu3FH7tQCrLoOYqo,Madrigal,2005-01-01,day,False,266000,40
56YAAzaH2jKV3F2vlBODKt,Jorge Anibal Mendoza,1UsJleTXq8n0EwpUjL3BgH,Frenesi,2008-01-01,day,False,142750,45
4q2WyV1AFlurLshyRM3azI,Juan Pablo Torres,5XKkYopmDFm0AObYifkpTD,When Day Breaks,2005,year,False,423626,38
12eNUx8BvR5qmpFssq8Vkt,Soneros De Verdad,15tmfmsBPf6sdDyVUrqGMW,Carinoso Si Mentiroso No,2005-12-30,day,False,223546,41
5skRgtmxRx7ukwds6UlS7R,TIMBALIVE,4xcDYTvthm8erDDtBf25IL,Se Botó Pa' La Calle,2021-02-12,day,False,272881,41
67rqEUFkr7S787s9ywsDws,Pedro Luis Ferrer,10X7wZDTMcjWuI7CVAAvTQ,Tangible,2010,year,False,276866,36
56YAAzaH2jKV3F2vlBODKt,Jorge Anibal Mendoza,1OKyhZBysmOXaJa60MPLkM,Cantinero de Cuba,2008-01-01,day,False,152141,40
3qeECzqe5c7ssusMaDdwbj,Bebo Valdés,0nIfkTlMH5qf678L8Wt6fL,Pan Con Timba,2005-05-09,day,False,420066,39
2YnskQkgb6kTSXh9YcNzgu,Alexander Abreu,43S6FvGrweKBDJ2IHlwBf6,Si Tu No Puedes,2013-03-01,day,False,268240,37
3r7BC9mw1EwyzOp6lU1ZXt,Mario Manzanares,0PeEB0KTtlFkwAgtvZpZ0m,Ya pararan,2005-01-01,day,False,215000,37
56YAAzaH2jKV3F2vlBODKt,Jorge Anibal Mendoza,53o2MJgllsz2TkumCRCtTI,Dulce amor,2008-01-01,day,False,187842,38
1JsffFPaZPlmCrFDswWCfl,Rolando Sanchez and Salsa Hawaii,1BMKOWQEZvzVq7o6Brxq92,Sigue regando,2006-03-01,day,False,180600,37
7vf3cusT4A12yB9wu0714H,Pío Leiva,4u9ncLvMpp4mEyoE9ZC3Gh,El Gallo De Moron,2003-09-08,day,False,254920,37
67rqEUFkr7S787s9ywsDws,Pedro Luis Ferrer,4fZnC9wZMEWZGQ6YI9E12g,Fundamento,2005,year,False,243666,37
1Z3e3MP52dQjW6Vhdj2FGz,Los Gardenias,6FiODLlwCn0J7sqQgVNXfT,Los Sitio Asere,2001-01-02,day,False,375933,35
0STnzOo1kc5Ll215NgLiGm,Manuel Guajiro Mirabal,3kI0mOQrvNgr4NKJC3kdj9,El Rincón Caliente,2004-09-01,day,False,287640,41
2t7ndReOwR0bTqTaDxYa9G,Vieja Trova Santiaguera,4bLWcSxLbBfxRCXGyuwJvR,Zun Zun Paloma,1996-01-01,day,False,195219,36
43Nf9Fu11OoPHkbZFfGMCE,Grupo Cimarron De Cuba,4JZl2QBkPqALZhq9gR9NXJ,El traguito,2014-02-04,day,False,236773,40
5rq2bAasq0sAj2SjyzNVgr,René,7vhofmkO5UMRxdwYptZo7V,Como A Cada Mañana,2005-01-01,day,False,223693,40
6qmBkBPceisKHwr9upY4VF,Ecos De Siboney,2hhUEXxTSFpJaQSd9utoey,De Cuba Traigo,2003-03-30,day,False,177013,35
5cvnQ2gtwZraxeE99Y8aOg,Afro-Cuban All Stars,4sBedShEvKyKBJT7mayneA,Alto Songo,1997-04-09,day,False,406066,43
4HGPHi3uv1cyTjvjpg3g58,Labori,74v1Csjva4kXsZhUdBZhxE,Buscando Novia (Amigo Miguel),2007-01-01,day,False,188013,34
4IxM9uSjSfajUXJzXLKR3a,Grupo Cubanissimo,5CHN0tL5GzoR0bqk76XuGK,La Charanga,2008,year,False,262826,35
5PI1oPBGWN4CJk5fi1NPJY,Hector Rey y Los Brillantes Cubanos,2qvaMKoBv9eAsiL3x4s5KG,Orgullecida,2008,year,False,190280,35
1d9y4HTvix06VscldAQANr,Buenos Aires Tango Trio,1C86PVpk5idxXMZguaAIaF,Pedacito de cielo,2010-11-16,day,False,181800,36
1Z3e3MP52dQjW6Vhdj2FGz,Los Gardenias,2ZqXKLuGQRQtH9gE9yNaLM,El Guayo De Catania,2001-01-02,day,False,195413,36
4IxM9uSjSfajUXJzXLKR3a,Grupo Cubanissimo,52GMsGM4KgEsIH0w1IrGZn,A Toda Cuba Le Gusta,2013-08-05,day,False,348600,34
2fYr0OC9ENysJE3pnRuEJH,Los Jubilados,1j9ZiTEd1x7cmvbfiLAIrS,El guao,2014-06-02,day,False,287306,34
0Wd6h9C5ZYMexAYGM7BKwR,Manolito Simonet y su Trabuco,2g8q0NiIjKu16JX9k2hhNo,El Que Quiera Bailar,2013-03-01,day,False,262960,37
2t7ndReOwR0bTqTaDxYa9G,Vieja Trova Santiaguera,4jM0v4ReOQh5RntXfiG3NN,Moliendo café,1998,year,False,295400,49
3jakCpqlxelvHkdvhPWl2p,El Inspector De La Salsa,6rD5yozx6t3Okeh1YABSjK,Mia Cuerpo,1999-06-01,day,False,281240,35
1h4iSQAKdvAAm07l6FX6dy,Omara Portuondo,6eDKpXr6ev5EtTcFbYB39m,Dos Gardenias,2019-10-16,day,False,174760,37
12eNUx8BvR5qmpFssq8Vkt,Soneros De Verdad,26zLf1Ln0BnI6WEaYzGW49,La Más Bella Canción,2004-08-09,day,False,226400,36
67rqEUFkr7S787s9ywsDws,Pedro Luis Ferrer,6e9DORo9z00sHJkElvC90Z,"Ay, Mi Vidita",2005,year,False,247933,39
1R3vGhYouZZwn7sOkozvbR,Mandingo y su Son,0wBS6OzGSsMnHBuRzDLnqG,Swing a la moderna,2008-01-01,day,False,262600,37
14BXEgDN7cRyitwzEzK0ik,Latin Groove,1aKQvshZjFlW5bZ8zvR324,Move Your Body (Mana Mix),2013-01-29,day,False,195906,35
5suSWbd4Oy5ZBnwvk2ruCt,Cuba Cafe Express,5fJ59hC02dd43Ej9I1Zyyp,Habanera,2001-12-30,day,False,222026,35
3OVEfqUmt746LvlpP2rKK2,Havana Club,0YMHpQZ6FYqS4V6J6xOVqL,El Guayo de Catilina,2011-09-21,day,False,197224,35
0XeEobZplHxzM9QzFQWLiR,Eslabon Armado,3dnP0JxCgygwQH9Gm7q7nb,Ella Baila Sola,2023-03-16,day,False,165671,86
716NhGYqD1jl2wI1Qkgq36,Bizarrap,4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53",2023-01-11,day,False,214945,86
790FomKkXshlbRYZFtlgla,KAROL G,2oMjKuKUEJFuLiVmTq7Vjx,TQG,2023-02-23,day,True,198360,76
716NhGYqD1jl2wI1Qkgq36,Bizarrap,5AqiaZwhmC6dIbgWrD5SzV,"Peso Pluma: Bzrp Music Sessions, Vol. 55",2023-06-01,day,True,188361,84
0ys2OFYzWYB5hRDLCsBqxt,Fuerza Regida,0mzsLrUNazBaRfYZfjmpSV,Bebe Dame,2022-12-16,day,False,271861,78
66ihevNkSYNzRAl44dx6jJ,Carin Leon,4mGrWfDISjNjgeQnH1B8IE,Primera Cita,2023-04-20,day,False,186455,87
2LRoIwlKmHjgvigdNGBHNo,Feid,0CYTGMBYkwUxrj1MWDLrC5,CHORRITO PA LAS ANIMAS,2022-12-02,day,True,168133,85
790FomKkXshlbRYZFtlgla,KAROL G,54zcJnb3tp9c5OVKREZ1Is,MI EX TENÍA RAZÓN,2023-08-10,day,False,154374,88
12GqGscKJx3aE4t07u7eVZ,Peso Pluma,7mXuWTczZNxG5EDcjFEuJR,LADY GAGA,2023-06-29,day,True,212878,92
3qsKSpcV3ncke3hw52JSMB,Young Miko,13FHy6nHjXHbzHj1dZFB1G,Riri,2022-07-22,day,True,134000,78
5XJDexmWFLWOkjOEjOVX3e,Eladio Carrion,0PB0O24JqAuNdOAFVJljMS,Coco Chanel,2023-03-17,day,True,208125,84
1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,2SOvWt6igzXViIjIiWNWEP,BABY HELLO,2023-06-23,day,True,222461,81
1U1el3k54VvEUzo3ybLPlM,Kali Uchis,4PzxlHzDM3bDafkHjg1XCX,Muñekita (with El Alfa & JT),2023-08-04,day,True,219642,76
0ys2OFYzWYB5hRDLCsBqxt,Fuerza Regida,1UMm1Qs3u59Wvk53zBUE8r,SABOR FRESA,2023-06-22,day,True,156500,85
66ihevNkSYNzRAl44dx6jJ,Carin Leon,6Um358vY92UBv5DloTRX9L,Que Vuelvas,2022-12-09,day,False,169418,82
2cPqdH7XMvwaBJEVjheH8g,Jay Wheeler,1nrYvSP0xgsD1pBcLju1R0,Pacto (feat. Luar La L),2023-04-24,day,True,284021,66
3qsKSpcV3ncke3hw52JSMB,Young Miko,44FzVABpR2cciquTqADA0D,Lisa,2023-03-03,day,True,159306,80
0elWFr7TW8piilVRYJUe4P,Natanael Cano,4t46soaqA758rbukTO5pp1,Mi Bello Angel,2023-06-30,day,True,188666,88
51ZSh80McCt7vbqHouzW0A,Yahritza Y Su Esencia,4JdSXF2p71cr8uCY3UiJM0,Frágil,2023-04-07,day,False,160517,81
0ys2OFYzWYB5hRDLCsBqxt,Fuerza Regida,368eeEO3Y2uZUQ6S5oIjcu,TQM,2023-05-19,day,True,158965,84
12GqGscKJx3aE4t07u7eVZ,Peso Pluma,2mpoNBkngUEwnaKoBhZ0vl,PRC,2023-01-23,day,True,184066,82
0AqlFI0tz2DsEoJlKSIiT9,Emilia,2df5CkXBJO7jTGXm54dFJy,No_Se_Ve.mp3,2023-11-03,day,False,203636,77
3l9G1G9MxH6DaRhwLklaf5,Oscar Maydon,6TBzRwnX2oYd8aOrOuyK1p,Fin de Semana,2023-01-13,day,False,224920,86
1DxLCyH42yaHKGK3cl5bvG,Maria Becerra,3oNnzH6hmqIGIhJ1NcHlrh,CORAZÓN VACÍO,2023-06-22,day,False,160535,83
2rmkQLzj0k4nZdQehOUByO,Chino Pacas,3kf0WdFOalKWBkCCLJo4mA,El Gordo Trae El Mando,2023-01-27,day,True,112087,85
1TtXnWcUs0FCkaZDPGYHdf,Darell,3cDyocF0Ibdfs1SFQk5cLZ,Lollipop,2023-07-28,day,True,199946,89
0GM7qgcRCORpGnfcN2tCiB,Tainy,46YjJXVXWHlQ21odKktg5e,MOJABI GHOST,2023-06-29,day,True,232131,82
07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,1MB8kTH7VKvAMfL9SHgJmG,VAGABUNDO,2023-05-12,day,False,215600,86
0XwVARXT135rw8lyw1EeWP,Christian Nodal,40vzZFWG1h60TdZPuxuX3Y,Por el Resto de Tu Vida,2023-01-27,day,False,197476,80
4yjm4SvYqC5FFuLbB6TyHr,Bellakath,4ilZV1WNjL7IxwE81OnaRY,Gatita,2022-10-05,day,True,153062,69
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,228BxWXUYQPJrJYHDLOHkj,Gasolina,2004-07-13,day,False,192600,85
33ScadVnbm2X8kkUqOkC6Z,Don Omar,69Ej1xrGjOcHvIMtMKxK0G,Dile,2003-01-01,day,False,204600,85
1qto4hHid1P71emI6Fd8xi,Aventura,6G4U9avyBNEfP0fAIduev3,Ella Y Yo - Featuring Don Omar,2005-04-26,day,False,267786,82
3ptY5WTxu77JpAQQnHyxEl,Yandar & Yostin,4jY5SnGbpH6FdGCqVbhOD4,Te Pintaron Pajaritos,2016-12-30,day,False,172558,82
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,26QKsGW4hMuwiEE1ftUMHe,"Lo Que Pasó, Pasó",2004-07-13,day,False,210933,82
2OnKRchqP7tT0FzTvWIFI7,Wolfine,4aEOz6ZpXh3wF4FOdJHOPV,Escápate Conmigo - Remix,2012-09-06,day,True,167418,81
4VsbQvC84B8Z3IsBY1HLQy,La Factoria,6yLqoieklk9gwabLaUDJ4s,Perdóname,2006-12-04,day,False,242390,79
3EiLUeyEcA6fbRPSHkG5kb,De La Ghetto,5clFSlfkCRlhnH1cAQjSBi,Sensacion Del Bloque,2006-01-01,day,True,182186,79
4SsVbpTthjScTS7U2hmr1X,Arcángel,1pLCpA1RN8avJxSD3ZCwhj,Pa' Que La Pases Bien,2008-12-08,day,False,214120,78
7npqy7rgdX2D3yfVyWExKo,Angel Y Khriz,0e8DgtfJnWTBarF9YGMd0N,Ven Bailalo - Reggaeton Mix,2005-07-22,day,False,252773,78
0yNSzH5nZmHzeE2xn6Xshb,Calle 13,1q8NdCAQ9QUjpYiqzdd3mv,Atrévete-Te-Te,2005,year,True,239306,77
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,7fGODUqa0gtkb72oBVCgCD,Ella Me Levanto,2007-06-05,day,False,209493,81
1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,4kAtRwNRLMKuoCbxMSxUGI,Noche De Sexo,2005-01-01,day,True,205706,77
6p2442ymrT9lZEuCZJdYcH,Ivy Queen,7mY1dIaY9vY6Jrlrjg3dRn,Quiero Bailar,2004-01-27,day,False,186506,77
5bVQN1TENxjVjWXNHHpflG,Big Boy,4fFgpzgSkmn3wajioLBPOr,Mis Ojos Lloran Por Ti,2006-01-01,day,False,295533,76
1ykothWH0xl8drRyJWuw7I,Ñejo & Dalmata,1MfqPCs3Y722VK6zkWZ98Z,Pasarela,2007-01-01,day,False,227466,76
1SupJlEpv7RS2tPNRaHViT,Nicky Jam,2Eg6dOam7cAe5turf2bnCg,En La Cama (feat. Daddy Yankee),2016-02-24,day,True,157023,76
33ScadVnbm2X8kkUqOkC6Z,Don Omar,48NXpYRuvv9izul4oXhqS9,Salió El Sol,2006-01-01,day,False,315293,81
1pgDilWYDWLoOgGjf1iHNu,Zion,0AAl3LtvIhEilWXZmYHeh5,More,2012-08-20,day,False,240733,76
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,2jnZUvhw2LTvDI6YidRVcO,Llamado de Emergencia,2008-08-12,day,False,239920,80
1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,1Kgyx7NLtzsa3gWV1efGHu,Sexy Movimiento,2007-01-01,day,False,209680,76
5NS0854TqZQVoRmJKSWtFZ,Chino & Nacho,4u5xLMRN0dgKBFFN8FiNgv,Niña Bonita,2010-01-01,day,False,216786,76
5fJsY7afrbsyzJj9wdzJMh,"Tito ""El Bambino""",1nAk42YH4kmPxaoFcLgiSe,Mi Cama Huele a Ti (feat. Zion & Lennox),2015-04-30,day,False,225573,76
2jSGzJw0ebJLu7OLVSOcBP,Plan B,0xJFWROBNTBL4sKEuA5pm6,Guatauba,2002-05-10,day,True,162400,75
33ScadVnbm2X8kkUqOkC6Z,Don Omar,4f49sFQko7jHLEFd3tCf5p,Ojitos Chiquitos,2006-01-01,day,False,229026,80
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,2FNqnsX74ZlwduUAcnmzee,Tu Príncipe,2004-07-13,day,False,205520,77
6XFITTl7cFTdopDY3lUdlY,J Alvarez,2Ob4mHihtOGbx6jnCredFX,La Pregunta,2011,year,False,269591,75
7awyvLSthqOcL5A3hnR1pf,Alex Gargolas,0tIpUUbOYIWqvI50Ksf7D5,Donde Estan las Gatas,2001-07-13,day,False,170004,75
1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,1kQqiC1rS1FiuVpeBKN0QN,Rakata,2005-01-01,day,False,172680,74
7npqy7rgdX2D3yfVyWExKo,Angel Y Khriz,2Jz1X6ZB0gkkCVgmeVGVGp,Na De Na,2008,year,True,202866,74
3jFjgKOGfVLWfXX8q5wrsg,R.K.M & Ken-Y,0t0WIrjRcvgBAwLlby2gsZ,Down,2016-11-04,day,False,225693,74
1SupJlEpv7RS2tPNRaHViT,Nicky Jam,5Fim1gaXBgsiFfsQAfQSDS,Hasta el Amanecer,2017-01-20,day,False,198706,74
2TjgzYcbTdsZjbT9OItIeB,"Héctor ""El Father""",0AEVupnoNEKPU81AOuPwjS,Esta Noche de Travesuras,2008-12-15,day,False,210546,74
6AT27ojKlBuZToFIGwQZDc,Sammy & Falsetto,4Aao0TQ5SvTitMxZb9oY7F,Yo Sé Que Tú Quieres,2012-04-01,day,True,208065,74
33ScadVnbm2X8kkUqOkC6Z,Don Omar,0BenZn1xELuxhb7Pjwyjxv,Hooka,2010-01-01,day,False,237973,77
6XFITTl7cFTdopDY3lUdlY,J Alvarez,4eDjNcAyIuJFhQ31Fvvoc1,"Sexo, Sudor y Calor",2011,year,False,250226,73
329e4yvIujISKGKz1BZZbO,Farruko,2QAwkI8L0UVBpjHJ6PwBzn,Passion Whine,2016-02-22,day,False,213311,73
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,6Ges5C2IE738iJh4HyQizQ,Ay Vamos,2014-09-16,day,False,226413,73
0GgyFUpOyzWDRDqx8FCTDN,Baby Rasta,4nNeRNXmdZWfw3IjAnITZR,Ella Se Contradice (feat. Plan B),2009-08-12,day,False,256757,73
5Q1vijNjTVhQBoVrZVXms8,Mach & Daddy,3dtGHZyEGmKSmQoAPcbvyb,La Botella,2005-11-07,day,False,177293,73
3jFjgKOGfVLWfXX8q5wrsg,R.K.M & Ken-Y,2WHctubxf8LzrGr62cLz3d,Igual Que Ayer,2016-11-04,day,False,232560,72
2jSGzJw0ebJLu7OLVSOcBP,Plan B,7JwdbqIpiuWvGbRryKSuBz,Es un Secreto,2010-07-20,day,False,190560,72
3SUT1jjM5hzZj9TLfLZGIP,Tego Calderón,388YhDYxPvaDIZQHWqpB4E,Punto y Aparte,2009-11-10,day,True,206493,72
3LKXWvXFWrkwUzJWxzwVpW,Tony Dize,4YFoQUkj0XXJgTiHp8d61y,Quizas - Remix,2007-01-01,day,False,240200,72
7tU1VKOuxiNZwBZC6RHidA,Alexis y Fido,0tDSgSmZsbxCkdkfUPjg59,5 Letras,2007-09-28,day,False,195573,72
3YXpTiyVmYCfANOlnWv6vr,Trebol Clan,7mL0vTeXzlUj2jsApatA83,Agárrala (Remix),2004-06-29,day,False,152106,71
329e4yvIujISKGKz1BZZbO,Farruko,1lxswgIpzV6HhENRvkflES,Chillax (feat. Ky-Mani Marley),2015-10-23,day,False,197840,72
1pgDilWYDWLoOgGjf1iHNu,Zion,6DxS2ZRl8G3EagHkovYXA2,Zun Da Da,2007-06-05,day,False,304091,72
1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,6Zdjh0uRQPt22BPckJgvEj,Abusadora,2009-01-01,day,False,180386,71
0xbdsXms9xTAtNmROodyy8,The Noise,5WVZfMIrS6hbvwG8hpRHCR,Me Pones en Tensión,2004,year,True,234880,71
5fJsY7afrbsyzJj9wdzJMh,"Tito ""El Bambino""",2oeyvFG0mFFDHUxhPVObNk,Flow Natural,2006-01-01,day,False,173866,71
3jFjgKOGfVLWfXX8q5wrsg,R.K.M & Ken-Y,5mVcyopMGY8dSpN1ZyaBUD,Me Matas,2016-11-04,day,False,196360,71
1SupJlEpv7RS2tPNRaHViT,Nicky Jam,3umS4y3uQDkqekNjVpiRUs,El Amante,2017-01-20,day,False,219506,71
6ZK8loFAzWKSFe3b7Lrq4V,Nova y Jory,4ObjArCiona7v0xbZ83rUZ,Bien Loco,2009-06-26,day,False,218044,71
3LKXWvXFWrkwUzJWxzwVpW,Tony Dize,0X5jHsNHshuHNfAWs1sxQ5,Permitame,2008-01-01,day,False,185013,71
0GutRVONcyyBj1WduodFc6,Vico C,5JFLXnWbJ0gsLFalPc5vpH,Lo Grande Que Es Perdonar,2005-01-01,day,False,281813,71
1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,7JVIiaJPFiZypYSOMREhhA,Me Estas Tentando,2009-01-01,day,False,229680,71
7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,6YZdkObH88npeKrrkb8Ggf,DUELE EL CORAZON (feat. Wisin),2016-04-18,day,False,199693,70
4SsVbpTthjScTS7U2hmr1X,Arcángel,71w26UK674tLfGtJFfDSjE,Ganas De Ti,2008-12-08,day,False,174200,70
6XFITTl7cFTdopDY3lUdlY,J Alvarez,1HPzBInBPVJfSUDNLsTGGn,Junto Al Amanecer,2010-11-16,day,False,250546,70
5fJsY7afrbsyzJj9wdzJMh,"Tito ""El Bambino""",2iHr1co9ElgzHredwMNKOy,Siente El Boom,2006-01-01,day,False,188733,69
1a2HwAlOE2wUPmNisvZxSw,Big Yamo,1tvdNGCcgAhYaYq7ouIYGJ,Entre la Playa Ella y Yo,2013-04-27,day,False,185077,69
6ZK8loFAzWKSFe3b7Lrq4V,Nova y Jory,09qIdioXLJPGXAM9zsy20v,Aprovecha (feat. Daddy Yankee),2011-07-12,day,False,222240,69
1SupJlEpv7RS2tPNRaHViT,Nicky Jam,2t7LjWmKWJV1X59zYaCsvy,Travesuras,2014-01-27,day,False,195369,69
2jSGzJw0ebJLu7OLVSOcBP,Plan B,560GL9Y8gDtKPRIJ41oA3c,Si No Le Contesto,2010-07-20,day,False,220133,69
7awyvLSthqOcL5A3hnR1pf,Alex Gargolas,1Hu8EMKCGD25srDybGOtBC,Soy una Gargola,2006,year,False,184737,68
5pZE9tgrhmIGWAsJZ7YxNK,Luny Tunes,4777sGsOdoM89vPH3CVoLe,Mayor Que Yo 3,2015-10-23,day,False,304746,68
4SsVbpTthjScTS7U2hmr1X,Arcángel,2BrfJdTXohQRtWBKsBTIp0,Por Amar A Ciegas,2008-12-08,day,False,234026,69
6XFITTl7cFTdopDY3lUdlY,J Alvarez,534weu3DIwV9UELLTGanOC,Regalame Una Noche,2010-11-16,day,False,249826,69
4GMgdB3vwbBOc42hbXEi9p,N.O.R.E.,3J6vrRMz6EfwH2sgYiyNhc,Oye Mi Canto,2006-07-18,day,True,240973,68
3jGlU8UMMo44I2xeLQ6FD3,Dalmata,3u2jlo9kygiIAq7SPVuw6S,Dile a Tu Amiga,2011-12-13,day,True,214120,67
7tU1VKOuxiNZwBZC6RHidA,Alexis y Fido,3tI4duDhHmmz1Sp7RX0Jbq,Mala Conducta (feat. Franco El Gorila),2011-03-21,day,False,257880,67
5pZE9tgrhmIGWAsJZ7YxNK,Luny Tunes,5RqdUkvsV4BOXpFd5zbXFt,Métele Sazón,2003-08-26,day,False,242573,68
3SUT1jjM5hzZj9TLfLZGIP,Tego Calderón,45IOnEpVUdxWUZFqpZ7Xvz,Dominicana,2003-07-01,day,True,252693,67
1SupJlEpv7RS2tPNRaHViT,Nicky Jam,4yN6xPLopmTLvc27pO9LIE,Si Tú La Ves (feat. Wisin),2017-01-20,day,False,221026,67
0nqpXa8bkBlWgS9FKhNCuj,Golpe a Golpe,465du48rE48BymmBdfvxc2,Estar Enamorado,2011-03-01,day,False,221333,66
7Gl1xRfbxCfInNRvy1JGZW,La Secta,1xEBxyr5QI0uvIoRa3WPi4,La Locura Automática - Reggaeton,2020-02-21,day,False,245346,66
2DP9xStkVVv753RBiEHXQB,Alkilados,07hNUXX5QqXgOAbcst7CPP,Solitaria,2015-08-31,day,False,218130,66
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,7mPwkbaoiQ5bf8FPbRJzUr,6 AM,2013-07-15,day,False,243226,66
2TjgzYcbTdsZjbT9OItIeB,"Héctor ""El Father""",6viC2tfK0mf86pcqxIoUOG,El Telefono,2006-01-01,day,False,235760,66
3SUT1jjM5hzZj9TLfLZGIP,Tego Calderón,49vwUeeauJgEQxDViXA01C,Al Natural (feat. Yandel),2004,year,True,204382,66
26YAHs5On4KQDNsU2cYFdL,Casa De Leones,7d05Cx72W1WsWUw7MAD7ia,Shorty,2007-06-19,day,False,246080,65
6p2442ymrT9lZEuCZJdYcH,Ivy Queen,4VKI2yBkCE4mWhFBwZp0LU,Quiero Saber,2004-01-27,day,False,175533,65
16Juw2gfa9IxEL3Vu69cH7,Yaga & Mackie,1wYFvhxzKJ8W3B8TM0Ag2k,Aparentemente,2007-01-01,day,False,303640,65
0TnOYISbd1XYRBk9myaseg,Pitbull,4tAru66VGVLWYjg90UV4vJ,Culo,2004-08-03,day,True,219080,65
7tU1VKOuxiNZwBZC6RHidA,Alexis y Fido,4Zil8ro7fhQGVYXl2YYkO2,Soy Igual Que Tú (feat. Toby Love),2007-09-28,day,False,224706,65
5pZE9tgrhmIGWAsJZ7YxNK,Luny Tunes,15PxHZffHMndHQjmzYuGUv,Hay Algo en Ti,2003-08-26,day,False,232587,65
1fqHLAKthJsVYcukjFrroK,El General,2XRqhe4lmCQVaUWawR5wRo,Rica y Apretadita (feat. Anayka),1991,year,False,261866,65
329e4yvIujISKGKz1BZZbO,Farruko,4fP0RqHjhQAnA9PQMchA0S,Nena Fichu,2010-05-04,day,True,208274,64
26YAHs5On4KQDNsU2cYFdL,Casa De Leones,40EDOraCqoiMf14TzODihf,No Te Veo - Digital Single,2007-06-12,day,False,255986,64
3YXpTiyVmYCfANOlnWv6vr,Trebol Clan,0xejnOURTSwXE4wuYshsxY,Gata Fiera (feat. Joan),2004-06-29,day,False,208106,64
7awyvLSthqOcL5A3hnR1pf,Alex Gargolas,4w8XJ8nvhslJS3AvR6uL98,Un Sueño,2006,year,False,245106,64
77GVmrLGuxNEvj2ibvT62v,Luigi 21 Plus,1BvoLDKmotg5dqfVW8y8KR,Daga Adicta,2016-03-08,day,False,236893,64
