is_explicit,duration_ms,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,duration_ms,time_signature
False,238626,238627,81,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921,238626,238627,4
False,236133,236133,82,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,236133,236133,4
False,267960,267960,71,0.754,0.811,5,-3.679,1,0.0561,0.0185,5.18e-06,0.654,0.639,109.902,267960,267960,4
True,290320,290320,91,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,290320,290320,4
True,212360,212360,88,0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978,212360,212360,4
True,294573,294573,87,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,294573,4
False,275986,275987,86,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275986,275987,4
True,276920,276920,85,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,276920,276920,4
True,311866,311867,85,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,311866,311867,4
False,258893,258893,85,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722,258893,258893,4
False,251240,251240,84,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240,251240,4
False,265866,265867,83,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,265866,265867,4
True,284733,284733,81,0.693,0.729,0,-2.99,1,0.378,0.171,0.0,0.07,0.521,117.848,284733,284733,4
False,211160,211160,82,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,211160,4
True,242733,242733,82,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733,242733,4
True,237706,237707,80,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,237706,237707,4
False,224400,224400,80,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,224400,224400,4
False,278573,278573,79,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,278573,278573,4
False,238920,238920,79,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046,238920,238920,4
True,291781,291782,79,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,291781,291782,4
False,221933,221933,79,0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141,221933,221933,4
True,266066,266067,79,0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,266066,266067,4
False,242053,242053,78,0.638,0.877,7,-4.449,1,0.0302,0.0771,0.0221,0.364,0.743,139.052,242053,242053,4
False,266840,266840,78,0.81,0.538,0,-5.784,0,0.0356,0.528,0.0,0.0951,0.828,109.97,266840,266840,4
False,192360,192360,79,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,192360,192360,4
False,189693,189693,77,0.753,0.931,2,-4.922,1,0.0652,0.00994,0.00696,0.234,0.767,113.029,189693,189693,4
True,246053,246053,77,0.949,0.79,8,-5.957,1,0.0756,0.00437,0.0,0.0816,0.807,117.002,246053,246053,4
False,203786,203787,77,0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,203786,203787,4
True,214226,214227,77,0.925,0.659,3,-4.763,1,0.231,0.206,7.88e-05,0.279,0.71,97.018,214226,214227,4
False,229866,229867,76,0.846,0.482,1,-6.721,0,0.129,0.0246,0.0,0.393,0.212,100.969,229866,229867,4
False,200400,200400,76,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400,200400,4
False,188866,188867,76,0.865,0.69,7,-7.448,1,0.0443,0.285,0.0162,0.225,0.867,121.983,188866,188867,4
False,205733,205733,75,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,205733,205733,4
True,324306,324307,75,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996,324306,324307,4
True,246573,246573,74,0.81,0.755,0,-6.408,1,0.199,0.291,0.0,0.0857,0.625,130.991,246573,246573,4
False,216333,216333,74,0.894,0.678,6,-5.611,0,0.0523,0.00569,2.43e-06,0.317,0.844,105.024,216333,216333,4
False,224693,224693,74,0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474,224693,224693,4
False,284373,284373,73,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.29e-05,0.324,0.4,130.002,284373,284373,4
False,192533,192533,73,0.802,0.903,11,-3.267,0,0.046,0.0011,0.0,0.173,0.96,128.93,192533,192533,4
True,199853,199853,73,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,199853,199853,4
False,254026,254027,73,0.514,0.911,1,-2.027,0,0.41,0.0559,0.0,0.775,0.619,161.109,254026,254027,4
True,253733,253733,73,0.706,0.888,2,-6.959,1,0.0654,0.119,9.64e-05,0.07,0.714,121.549,253733,253733,4
False,179640,179640,73,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,179640,179640,4
False,312986,312987,73,0.739,0.945,0,-4.443,0,0.0881,0.125,0.0,0.112,0.627,130.018,312986,312987,4
False,171739,168880,72,0.86,0.907,2,-3.321,1,0.0407,0.279,0.693,0.0648,0.786,138.045,171739,168880,4
False,221466,221467,72,0.842,0.791,7,-5.277,0,0.0437,0.428,0.0,0.0989,0.95,126.962,221466,221467,4
True,205560,205560,72,0.759,0.678,9,-5.148,0,0.314,0.23,0.0,0.15,0.327,89.64,205560,205560,4
False,193213,193213,72,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,193213,193213,4
False,223813,223813,62,0.723,0.848,10,-4.51,0,0.0366,0.0417,0.0,0.198,0.572,108.02,223813,223813,4
False,332229,332230,72,0.757,0.652,9,-14.916,0,0.0333,0.214,0.257,0.0903,0.862,124.369,332229,332230,4
False,211213,211213,79,0.798,0.625,11,-9.689,1,0.0548,0.00547,7.98e-05,0.103,0.858,93.764,211213,211213,4
False,220293,220293,80,0.622,0.807,5,-6.752,0,0.408,0.103,0.0,0.306,0.892,174.06,220293,220293,4
False,218733,218733,76,0.832,0.838,1,-5.414,0,0.0421,0.0791,0.0,0.152,0.965,100.021,218733,218733,4
False,194000,194000,74,0.729,0.936,9,-7.536,1,0.0776,0.0129,0.000892,0.0367,0.598,131.986,194000,194000,4
False,264306,264307,60,0.688,0.782,5,-12.291,0,0.034,0.000235,0.666,0.0955,0.77,127.822,264306,264307,4
False,243160,243160,69,0.793,0.5,6,-13.108,0,0.0319,0.028,1.96e-05,0.186,0.833,123.017,243160,243160,4
False,202583,202583,77,0.801,0.948,11,-4.623,0,0.0386,0.0117,0.457,0.025,0.968,138.489,202583,202583,4
False,211066,211067,83,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211066,211067,4
False,213093,213093,79,0.715,0.833,2,-5.379,1,0.108,0.00631,0.0,0.164,0.612,95.487,213093,213093,4
False,239226,239227,76,0.831,0.921,5,-2.383,0,0.0582,0.153,0.00224,0.305,0.795,108.002,239226,239227,4
False,191240,191240,76,0.808,0.786,4,-6.897,0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,191240,191240,4
False,257359,257360,76,0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,257359,257360,4
False,272106,272107,75,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,272106,272107,4
True,260506,260507,74,0.831,0.735,0,-6.254,0,0.0384,0.00397,0.0205,0.123,0.97,122.979,260506,260507,4
False,255413,255413,75,0.668,0.864,1,-5.129,1,0.0367,0.00121,0.0043,0.0785,0.672,96.049,255413,255413,4
False,215973,215973,74,0.65,0.82,5,-10.9,0,0.0356,0.0662,0.00272,0.215,0.757,135.982,215973,215973,4
False,230200,230200,73,0.771,0.685,1,-4.639,1,0.0567,0.00543,0.00157,0.0537,0.683,88.997,230200,230200,4
True,262826,262827,73,0.926,0.669,1,-11.271,1,0.301,0.0051,0.0,0.0887,0.642,128.462,262826,262827,4
False,252106,252107,73,0.811,0.833,5,-4.259,1,0.153,0.014,2.06e-05,0.0769,0.567,120.258,252106,252107,4
False,243266,243267,73,0.604,0.755,0,-10.761,1,0.0337,0.000298,0.817,0.0625,0.387,137.064,243266,243267,4
False,294986,294987,73,0.609,0.923,9,-3.908,1,0.0338,0.16,4.73e-06,0.295,0.961,115.996,294986,294987,4
False,278778,278779,72,0.348,0.88,2,-7.366,1,0.0978,0.128,0.0,0.357,0.606,101.185,278778,278779,4
False,254933,254933,71,0.518,0.901,9,-3.749,1,0.093,0.174,0.0314,0.0712,0.873,115.026,254933,254933,4
False,232826,232827,71,0.661,0.973,0,-2.994,0,0.037,0.11,1.74e-05,0.617,0.75,108.037,232826,232827,4
False,173666,173667,71,0.556,0.993,1,-5.067,1,0.0464,0.0105,0.0341,0.403,0.702,124.016,173666,173667,4
False,170000,170000,71,0.678,0.61,0,-10.509,1,0.0306,0.467,0.0,0.397,0.919,117.04,170000,170000,4
False,222458,222459,71,0.785,0.931,8,-4.813,1,0.0465,0.0148,0.637,0.0459,0.969,135.986,222458,222459,4
False,259893,259893,70,0.815,0.605,5,-9.118,0,0.0368,0.033,0.684,0.114,0.795,102.642,259893,259893,4
False,212133,212133,70,0.591,0.888,4,-6.836,1,0.0354,0.00223,0.699,0.396,0.588,132.885,212133,212133,4
False,255546,255547,70,0.821,0.833,3,-8.291,0,0.0821,0.0734,0.544,0.0739,0.961,132.975,255546,255547,4
False,451826,451827,70,0.484,0.641,5,-12.612,1,0.0377,0.000779,0.278,0.0738,0.181,119.981,451826,451827,4
False,221186,221187,70,0.749,0.988,0,-5.266,0,0.0387,0.202,0.00631,0.17,0.749,135.015,221186,221187,4
False,198066,198067,70,0.748,0.939,0,-4.288,0,0.0341,0.0534,0.0,0.32,0.96,104.001,198066,198067,4
False,250466,250467,70,0.889,0.454,4,-8.598,0,0.221,0.0141,0.000186,0.203,0.436,100.36,250466,250467,4
False,244146,244147,70,0.633,0.921,11,-7.719,0,0.0495,0.0261,0.00102,0.309,0.925,119.865,244146,244147,4
False,279600,279600,69,0.547,0.538,11,-11.39,0,0.0567,0.473,0.0,0.0369,0.718,202.408,279600,279600,4
False,224000,224000,69,0.593,0.923,0,-6.19,1,0.101,0.0495,0.0,0.29,0.587,124.862,224000,224000,4
False,230066,230067,69,0.678,0.659,11,-12.695,0,0.0396,0.0236,0.00192,0.0744,0.899,113.542,230066,230067,4
False,240866,240867,69,0.658,0.963,1,-3.283,0,0.0326,0.00283,2.38e-06,0.951,0.793,134.798,240866,240867,4
False,272093,272093,69,0.734,0.828,10,-11.018,0,0.0318,0.0346,0.118,0.071,0.964,127.06,272093,272093,4
False,456480,456480,69,0.576,0.953,10,-8.968,1,0.0362,0.00106,0.49,0.474,0.303,140.042,456480,456480,4
False,230760,230760,69,0.863,0.781,5,-8.546,0,0.0785,0.0394,0.000292,0.125,0.764,122.938,230760,230760,4
False,262000,262000,69,0.478,0.965,10,-5.022,1,0.0642,0.000169,0.00251,0.0854,0.347,125.152,262000,262000,4
False,235973,235973,69,0.726,0.679,1,-6.219,1,0.0473,0.0149,1.49e-06,0.0837,0.751,107.02,235973,235973,4
False,285426,285427,69,0.74,0.876,6,-6.87,0,0.0369,0.0173,0.00152,0.0785,0.825,127.002,285426,285427,4
False,224220,224221,69,0.65,0.985,5,-14.404,0,0.0445,0.00872,0.00422,0.0485,0.757,141.047,224220,224221,4
False,264000,264000,69,0.702,0.953,7,-6.347,0,0.0473,0.0113,0.00193,0.266,0.507,134.027,264000,264000,4
False,331760,331760,68,0.7,0.865,9,-5.827,0,0.133,0.0136,7.71e-05,0.0718,0.78,128.043,331760,331760,4
False,230933,230933,68,0.849,0.875,0,-6.236,1,0.03,0.0947,0.0213,0.364,0.898,130.013,230933,230933,4
False,290493,290493,68,0.632,0.92,2,-4.976,1,0.0531,0.119,0.508,0.114,0.363,127.001,290493,290493,4
False,193880,193880,68,0.672,0.941,9,-6.427,0,0.0494,0.0276,0.926,0.149,0.754,130.218,193880,193880,4
False,336840,336840,68,0.676,0.996,9,-7.946,0,0.0397,0.0478,0.262,0.333,0.4,132.871,336840,336840,4
False,200440,200440,68,0.751,0.939,8,-3.305,0,0.0466,0.0521,0.00056,0.477,0.905,112.041,200440,200440,4
False,324666,324667,68,0.735,0.64,10,-7.522,0,0.072,0.052,0.00102,0.345,0.551,104.444,324666,324667,4
False,229333,229333,68,0.647,0.94,6,-8.759,1,0.0394,0.0836,0.00962,0.119,0.835,132.824,229333,229333,4
False,301200,301200,68,0.865,0.505,7,-11.813,1,0.102,0.0631,0.0151,0.102,0.475,123.102,301200,301200,4
False,246426,246427,67,0.695,0.945,10,-6.165,0,0.0418,0.00341,0.0727,0.103,0.84,125.013,246426,246427,4
False,227266,227267,67,0.801,0.581,5,-8.491,0,0.0681,0.0968,0.000318,0.0971,0.656,107.545,227266,227267,4
False,268910,268910,67,0.763,0.742,6,-10.975,0,0.188,0.0984,0.0,0.38,0.483,98.145,268910,268910,4
False,269973,269973,67,0.769,0.781,0,-5.472,1,0.0797,0.119,0.000371,0.0506,0.826,95.02,269973,269973,4
False,285706,285707,67,0.524,0.816,1,-5.872,1,0.37,0.383,0.0,0.349,0.789,200.031,285706,285707,4
False,252400,252400,66,0.865,0.557,2,-8.018,1,0.0612,0.0221,0.00353,0.0973,0.859,101.295,252400,252400,4
False,203440,203440,66,0.703,0.8,0,-11.645,0,0.054,0.145,0.000212,0.0683,0.466,139.968,203440,203440,4
False,245000,245000,66,0.791,0.658,7,-11.128,1,0.0445,0.00653,0.0,0.0472,0.842,120.066,245000,245000,4
False,260973,260973,66,0.764,0.713,2,-8.9,0,0.0311,0.128,0.00058,0.145,0.67,132.993,260973,260973,4
True,171679,171680,66,0.678,0.928,6,-6.139,0,0.049,3.62e-05,0.023,0.272,0.882,122.116,171679,171680,4
False,236933,236933,66,0.813,0.882,7,-7.575,1,0.0402,0.0908,0.00457,0.147,0.874,125.983,236933,236933,4
False,204586,204587,66,0.656,0.956,11,-5.647,0,0.0536,0.0784,0.0247,0.0923,0.831,133.713,204586,204587,4
False,383440,383440,57,0.716,0.556,1,-13.917,1,0.0406,0.111,0.0076,0.0422,0.8,108.828,383440,383440,4
False,175746,175747,80,0.62,0.936,7,-4.593,1,0.0308,0.0261,0.0,0.0679,0.763,97.527,175746,175747,4
False,231333,231333,83,0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548,231333,231333,4
False,291293,291293,85,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,291293,4
False,238266,238267,84,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,238266,238267,4
False,216053,216053,85,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,216053,216053,4
False,226826,226827,74,0.583,0.905,2,-6.132,1,0.0733,0.0984,0.00019,0.0593,0.646,173.982,226826,226827,4
False,230640,230640,76,0.59,0.868,5,-5.832,0,0.048,0.0962,0.000322,0.442,0.798,184.348,230640,230640,4
False,270720,270720,71,0.698,0.774,0,-8.642,1,0.048,0.12,2.26e-06,0.394,0.731,133.197,270720,270720,4
False,290333,290333,70,0.697,0.669,6,-12.723,0,0.0406,0.0404,0.00897,0.0654,0.486,108.506,290333,290333,4
False,237053,237053,81,0.572,0.654,7,-7.027,0,0.0344,0.0058,3.21e-06,0.09,0.399,122.491,237053,237053,4
False,233666,233667,66,0.605,0.902,4,-5.804,1,0.0385,0.0171,1.31e-06,0.124,0.692,122.866,233666,233667,4
False,234333,234333,78,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,234333,234333,4
False,226240,226240,78,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,226240,226240,4
False,242200,242200,66,0.668,0.473,10,-15.402,1,0.0336,0.231,0.0,0.115,0.962,91.976,242200,242200,4
False,174186,174187,72,0.506,0.764,0,-12.239,1,0.046,0.144,0.00025,0.247,0.868,156.336,174186,174187,4
False,298120,298120,74,0.877,0.854,1,-4.523,1,0.147,0.0544,5.5e-05,0.144,0.54,114.472,298120,298120,4
False,298866,298867,75,0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,298866,298867,4
False,249293,249293,88,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,249293,249293,4
False,153800,153800,84,0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,153800,153800,4
False,190626,190627,83,0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,190626,190627,4
False,241306,241307,82,0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,241306,241307,4
False,213573,213573,82,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,213573,213573,4
False,162466,162467,80,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,162466,162467,4
False,236920,236920,80,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,236920,236920,4
False,339320,339320,79,0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,339320,339320,4
False,243773,243773,79,0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,243773,243773,4
False,258399,258400,79,0.776,0.711,3,-9.03,0,0.0473,0.0242,0.000353,0.234,0.901,138.728,258399,258400,4
False,246440,246440,78,0.814,0.686,6,-12.172,0,0.0342,0.219,0.00382,0.155,0.778,106.679,246440,246440,4
False,215773,215773,78,0.799,0.687,2,-5.682,1,0.0431,0.193,0.000188,0.0307,0.965,108.804,215773,215773,4
False,222666,222667,77,0.783,0.836,0,-9.223,0,0.0486,0.396,0.0236,0.135,0.831,108.966,222666,222667,4
False,215133,215133,77,0.544,0.897,3,-6.056,0,0.0471,0.241,0.0,0.13,0.647,157.17,215133,215133,4
False,201293,201293,76,0.805,0.479,4,-14.734,1,0.0436,0.0627,0.000143,0.104,0.962,128.411,201293,201293,4
False,257760,257760,77,0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193,257760,257760,4
False,214653,214653,76,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,214653,214653,4
False,252853,252853,76,0.764,0.626,0,-8.274,1,0.0288,0.457,6.35e-06,0.201,0.961,118.34,252853,252853,4
False,236800,236800,76,0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,236800,236800,4
False,184480,184480,75,0.917,0.588,10,-11.047,1,0.0607,0.195,0.0,0.0914,0.828,110.077,184480,184480,4
False,233270,233270,75,0.561,0.811,4,-6.157,1,0.0265,0.00515,3.6e-05,0.287,0.635,126.593,233270,233270,4
False,205466,205467,75,0.838,0.794,9,-8.245,0,0.0531,0.22,0.0,0.0575,0.962,132.446,205466,205467,4
False,239826,239827,75,0.658,0.575,11,-10.365,1,0.0267,0.243,0.0,0.122,0.504,108.329,239826,239827,4
False,378946,378947,75,0.684,0.573,5,-12.3,1,0.0261,0.318,0.028,0.306,0.716,107.363,378946,378947,4
False,237320,237320,75,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,237320,237320,4
False,218626,218627,74,0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,218626,218627,4
False,329800,329800,74,0.662,0.737,0,-9.54,1,0.0296,0.108,0.0191,0.119,0.744,103.867,329800,329800,4
False,163373,163373,74,0.599,0.762,0,-6.887,1,0.0423,0.714,4.43e-06,0.35,0.715,76.961,163373,163373,4
False,305866,305867,74,0.74,0.923,1,-5.082,1,0.0369,0.105,0.000163,0.0825,0.93,128.871,305866,305867,4
False,275533,275533,74,0.832,0.544,6,-12.697,1,0.0442,0.201,0.000139,0.632,0.928,119.49,275533,275533,4
False,232400,232400,74,0.627,0.802,0,-8.432,1,0.0348,0.197,0.784,0.404,0.867,126.283,232400,232400,4
False,323346,323347,74,0.72,0.828,5,-9.211,1,0.0462,0.185,0.429,0.0839,0.768,110.071,323346,323347,4
False,216533,216533,74,0.653,0.677,0,-12.244,1,0.0396,0.249,0.0,0.403,0.888,114.37,216533,216533,4
False,320680,320680,74,0.701,0.803,5,-6.786,0,0.0545,0.0544,1.54e-06,0.7,0.903,133.608,320680,320680,4
False,254240,254240,73,0.862,0.624,3,-11.63,1,0.0565,0.0192,0.000153,0.0465,0.882,124.896,254240,254240,4
False,176440,176440,73,0.752,0.684,0,-7.599,1,0.15,0.0994,0.0,0.0897,0.539,141.075,176440,176440,4
False,244706,244707,73,0.617,0.533,3,-11.516,0,0.0651,0.0891,4.04e-06,0.0415,0.835,158.86,244706,244707,4
False,208653,208653,73,0.503,0.858,8,-6.296,1,0.0657,0.00757,0.00234,0.0803,0.419,133.615,208653,208653,5
False,183760,183760,73,0.965,0.857,11,-8.458,0,0.17,0.00131,0.0,0.0726,0.951,127.656,183760,183760,4
False,254733,254733,72,0.574,0.96,9,-4.906,1,0.032,0.0457,0.0,0.121,0.978,117.486,254733,254733,4
False,220880,220880,72,0.638,0.988,1,-5.042,1,0.0921,0.0302,1.16e-05,0.371,0.723,117.955,220880,220880,4
False,252560,252560,72,0.662,0.624,10,-13.606,0,0.0417,0.165,0.0,0.0674,0.961,174.513,252560,252560,4
False,229164,229165,72,0.722,0.961,9,-4.812,1,0.0514,0.0883,0.61,0.278,0.91,126.113,229164,229165,4
False,228840,228840,72,0.752,0.723,7,-12.126,1,0.0507,0.025,0.00354,0.0212,0.94,130.519,228840,228840,4
False,302693,302693,72,0.899,0.459,6,-15.557,0,0.0366,0.322,0.00406,0.165,0.962,115.09,302693,302693,4
False,245600,245600,72,0.873,0.855,5,-8.559,0,0.0615,0.179,0.0285,0.0377,0.884,107.868,245600,245600,4
False,205533,205533,72,0.557,0.782,4,-3.899,1,0.0475,0.0953,6.75e-06,0.118,0.305,159.621,205533,205533,4
False,288339,288339,71,0.358,0.938,0,-5.577,1,0.0483,0.00375,9.2e-06,0.117,0.944,182.836,288339,288339,4
False,213693,213693,71,0.559,0.764,2,-7.058,0,0.0348,0.00441,0.0299,0.0807,0.932,143.319,213693,213693,4
False,310386,310387,71,0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,310386,310387,4
False,205533,205533,71,0.702,0.933,2,-11.876,1,0.0492,0.0519,0.000128,0.155,0.896,115.114,205533,205533,4
False,272133,272133,71,0.913,0.596,11,-12.477,0,0.0707,0.00658,0.00349,0.078,0.973,127.215,272133,272133,4
False,289853,289853,71,0.776,0.743,9,-6.807,1,0.0289,0.107,0.293,0.149,0.84,131.343,289853,289853,4
False,249500,249500,71,0.633,0.952,9,-4.274,0,0.0338,0.0532,1.73e-06,0.989,0.765,95.423,249500,249500,4
False,173320,173320,71,0.542,0.91,7,-8.924,1,0.0873,0.00228,0.00524,0.0686,0.775,101.774,173320,173320,4
False,215040,215040,70,0.862,0.918,10,-7.325,0,0.108,0.0287,1.15e-06,0.0492,0.651,124.811,215040,215040,4
False,218186,218187,70,0.611,0.72,4,-8.359,1,0.0259,0.291,0.0,0.356,0.8,128.594,218186,218187,4
False,180517,180518,70,0.801,0.723,10,-4.985,0,0.0689,0.0713,0.154,0.0675,0.883,109.03,180517,180518,4
False,246013,246013,70,0.709,0.839,7,-8.403,1,0.0367,0.159,0.00209,0.301,0.864,113.186,246013,246013,4
False,247360,247360,70,0.787,0.889,8,-3.786,1,0.0397,0.00462,0.423,0.0665,0.394,114.091,247360,247360,4
False,240800,240800,70,0.664,0.589,0,-14.415,1,0.0406,0.259,0.00587,0.221,0.54,102.74,240800,240800,4
False,217200,217200,70,0.85,0.938,9,-6.889,0,0.0415,0.409,0.000346,0.0582,0.84,120.826,217200,217200,4
False,92866,92867,81,0.707,0.535,10,-19.793,0,0.0436,0.113,0.00615,0.0884,0.641,103.644,92866,92867,4
False,169840,169840,74,0.758,0.612,0,-11.403,1,0.0598,0.281,0.00288,0.0954,0.822,106.945,169840,169840,4
False,288293,288293,79,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,288293,288293,4
False,214200,214200,73,0.774,0.641,1,-10.193,1,0.0799,0.0765,0.0,0.0867,0.875,113.256,214200,214200,4
False,198066,198066,70,0.777,0.725,0,-8.681,1,0.05,0.0131,0.00805,0.246,0.529,116.669,198066,198066,4
False,275440,275440,83,0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,275440,275440,4
False,215626,215627,66,0.761,0.614,10,-11.445,1,0.0354,0.0439,0.0596,0.0531,0.894,129.637,215626,215627,4
False,216733,216733,73,0.784,0.893,7,-5.153,0,0.0923,0.3,1.57e-05,0.272,0.819,118.738,216733,216733,4
False,215080,215080,63,0.694,0.831,9,-7.288,1,0.0301,0.165,0.000892,0.25,0.98,125.901,215080,215080,4
False,208866,208867,70,0.617,0.568,0,-14.255,1,0.0335,0.0429,0.000254,0.0422,0.949,122.562,208866,208867,4
False,179013,179013,73,0.518,0.907,5,-3.732,1,0.0343,0.00221,1.15e-05,0.0838,0.961,140.982,179013,179013,4
False,266133,266133,70,0.611,0.578,1,-14.171,1,0.0676,0.0598,0.0219,0.0983,0.884,100.625,266133,266133,4
False,243933,243933,79,0.684,0.675,11,-8.123,1,0.0257,0.163,0.0,0.242,0.924,107.064,243933,243933,4
False,211640,211640,60,0.722,0.541,1,-14.951,0,0.0282,0.0241,0.000785,0.0941,0.917,109.152,211640,211640,4
False,206936,206936,73,0.633,0.542,5,-12.318,1,0.0316,0.000679,0.00434,0.0754,0.879,130.314,206936,206936,4
False,220560,220560,74,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,220560,220560,4
False,185106,185107,65,0.68,0.877,5,-10.241,0,0.0353,0.191,0.000656,0.349,0.922,108.674,185106,185107,4
False,314760,314760,70,0.823,0.743,0,-13.98,1,0.0316,0.00559,0.0306,0.0707,0.966,120.471,314760,314760,4
False,331360,331360,69,0.91,0.641,7,-11.316,1,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,331360,331360,4
False,216906,216907,73,0.747,0.663,2,-9.415,1,0.0545,0.62,5.24e-05,0.0861,0.606,124.336,216906,216907,4
False,300000,300000,73,0.814,0.672,9,-12.068,1,0.0619,0.0435,0.0,0.061,0.933,109.394,300000,300000,4
False,286666,286667,65,0.75,0.785,6,-10.926,1,0.0591,0.0278,0.0,0.0601,0.752,126.361,286666,286667,4
False,292613,292613,84,0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,292613,292613,4
False,211577,211578,81,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,211577,211578,4
False,214666,214667,81,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,214666,214667,4
False,161160,161160,80,0.675,0.597,5,-11.329,1,0.0337,0.0534,0.0,0.0986,0.828,108.875,161160,161160,4
False,365466,365467,78,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,365466,365467,4
